"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"201711200300","관악구","0.02","0.017","0.4","0.008","25","12"
"201711200200","관악구","0.018","0.018","0.4","0.007","22","11"
"201711200100","관악구","0.018","0.02","0.4","0.007","23","8"
"201711200000","관악구","0.018","0.019","0.4","0.007","24","11"
"201711192300","관악구","0.016","0.02","0.4","0.007","26","11"
"201711192200","관악구","0.037","0.008","0.6","0.008","33","23"
"201711192100","관악구","0.046","0.003","0.7","0.01","41","24"
"201711192000","관악구","0.041","0.006","0.6","0.008","37","20"
"201711191900","관악구","0.03","0.014","0.5","0.007","24","10"
"201711191800","관악구","0.022","0.019","0.4","0.007","25","10"
"201711191700","관악구","0.016","0.024","0.3","0.007","24","8"
"201711191600","관악구","0.01","0.029","0.3","0.007","23","6"
"201711191500","관악구","0.009","0.03","0.3","0.007","20","6"
"201711191400","관악구","0.009","0.028","0.3","0.007","19","5"
"201711191300","관악구","0.009","0.027","0.3","0.007","22","7"
"201711191200","관악구","0.014","0.021","0.3","0.008","21","5"
"201711191100","관악구","0.02","0.015","0.4","0.008","20","5"
"201711191000","관악구","0.025","0.01","0.4","0.008","16","3"
"201711190900","관악구","0.032","0.005","0.5","0.008","17","6"
"201711190800","관악구","0.03","0.005","0.4","0.008","18","6"
"201711190700","관악구","0.023","0.009","0.4","0.008","16","4"
"201711190600","관악구","0.013","0.016","0.3","0.007","15","4"
"201711190500","관악구","0.011","0.017","0.3","0.007","16","5"
"201711190400","관악구","0.011","0.018","0.3","0.007","17","8"
"201711190300","관악구","0.012","0.018","0.3","0.007","16","4"
"201711190200","관악구","0.012","0.018","0.3","0.007","15","6"
"201711190100","관악구","0.015","0.017","0.3","0.007","16","7"
"201711190000","관악구","0.02","0.014","0.4","0.007","18","7"
"201711182300","관악구","0.014","0.019","0.3","0.007","18","9"
"201711182200","관악구","0.014","0.019","0.3","0.007","24","10"
"201711182100","관악구","0.014","0.018","0.4","0.007","20","8"
"201711182000","관악구","0.019","0.015","0.3","0.007","24","10"
"201711181900","관악구","0.023","0.014","0.3","0.007","21","8"
"201711181800","관악구","0.016","0.019","0.3","0.006","22","5"
"201711181700","관악구","0.013","0.022","0.3","0.007","23","4"
"201711181600","관악구","0.011","0.023","0.3","0.007","26","5"
"201711181500","관악구","0.011","0.022","0.3","0.007","35","6"
"201711181400","관악구","0.013","0.02","0.3","0.007","34","5"
"201711181300","관악구","0.01","0.021","0.3","0.007","32","6"
"201711181200","관악구","0.012","0.019","0.3","0.007","33","8"
"201711181100","관악구","0.014","0.017","0.3","0.007","33","7"
"201711181000","관악구","0.016","0.015","0.3","0.007","25","6"
"201711180900","관악구","0.02","0.013","0.3","0.007","24","10"
"201711180800","관악구","0.015","0.017","0.3","0.007","27","11"
"201711180700","관악구","0.014","0.019","0.3","0.007","27","17"
"201711180600","관악구","0.011","0.021","0.3","0.007","35","23"
"201711180500","관악구","0.009","0.024","0.4","0.007","45","33"
"201711180400","관악구","0.008","0.022","0.5","0.007","66","53"
"201711180300","관악구","0.01","0.019","0.6","0.007","69","55"
"201711180200","관악구","0.011","0.02","0.6","0.007","61","46"
"201711180100","관악구","0.014","0.017","0.5","0.007","43","30"
"201711180000","관악구","0.022","0.01","0.5","0.007","40","25"
"201711172300","관악구","0.028","0.006","0.5","0.007","50","35"
"201711242300","광진구","0.033","0.009","0.4","0.003","19","12"
"201711242200","광진구","0.025","0.015","0.4","0.003","18","11"
"201711242100","광진구","0.024","0.015","0.4","0.002","20","13"
"201711242000","광진구","0.025","0.014","0.4","0.003","20","12"
"201711241900","광진구","0.026","0.015","0.4","0.003","23","11"
"201711241800","광진구","0.019","0.02","0.4","0.002","25","12"
"201711241700","광진구","0.016","0.024","0.4","0.003","27","14"
"201711241600","광진구","0.013","0.026","0.4","0.003","23","10"
"201711241500","광진구","0.013","0.025","0.4","0.003","26","13"
"201711241400","광진구","0.012","0.026","0.4","0.003","23","13"
"201711241300","광진구","0.014","0.023","0.4","0.003","16","16"
"201711241200","광진구","0.02","0.017","0.4","0.003","25","17"
"201711241100","광진구","0.038","0.005","0.6","0.005","32","23"
"201711241000","광진구","0.04","0.004","0.7","0.005","26","20"
"201711240900","광진구","0.037","0.004","0.6","0.004","23","20"
"201711240800","광진구","0.035","0.003","0.6","0.004","21","16"
"201711240700","광진구","0.033","0.003","0.5","0.003","21","16"
"201711240600","광진구","0.025","0.008","0.4","0.003","17","14"
"201711240500","광진구","0.021","0.013","0.5","0.002","19","16"
"201711240400","광진구","0.014","0.018","0.4","0.002","17","13"
"201711240300","광진구","0.018","0.014","0.4","0.003","17","10"
"201711240200","광진구","0.03","0.006","0.5","0.002","15","10"
"201711240100","광진구","0.033","0.005","0.5","0.003","19","11"
"201711240000","광진구","0.03","0.008","0.4","0.003","19","9"
"201711232300","광진구","0.029","0.012","0.5","0.003","18","9"
"201711232200","광진구","0.028","0.011","0.4","0.003","18","7"
"201711232100","광진구","0.026","0.015","0.5","0.003","21","11"
"201711232000","광진구","0.03","0.01","0.5","0.003","22","9"
"201711231900","광진구","0.028","0.013","0.4","0.003","23","9"
"201711231800","광진구","0.024","0.016","0.4","0.003","25","10"
"201711231700","광진구","0.022","0.02","0.4","0.003","32","14"
"201711231600","광진구","0.017","0.024","0.4","0.003","26","11"
"201711231500","광진구","0.013","0.026","0.3","0.003","26","13"
"201711231400","광진구","0.012","0.027","0.4","0.004","26","10"
"201711231300","광진구","0.013","0.026","0.5","0.004","33","13"
"201711231200","광진구","0.021","0.018","0.5","0.004","29","17"
"201711231100","광진구","0.034","0.009","0.7","0.005","41","22"
"201711231000","광진구","0.047","0.004","0.8","0.007","40","22"
"201711230900","광진구","0.047","0.004","0.8","0.006","36","19"
"201711230800","광진구","0.041","0.003","0.7","0.005","31","15"
"201711230700","광진구","0.038","0.004","0.6","0.004","25","15"
"201711230600","광진구","0.029","0.009","0.4","0.003","23","14"
"201711230500","광진구","0.022","0.016","0.5","0.003","24","14"
"201711230400","광진구","0.016","0.021","0.5","0.003","22","12"
"201711230300","광진구","0.015","0.023","0.4","0.003","23","13"
"201711230200","광진구","0.015","0.023","0.4","0.003","23","12"
"201711230100","광진구","0.019","0.019","0.5","0.003","21","12"
"201711230000","광진구","0.022","0.018","0.5","0.002","22","10"
"201711222300","광진구","0.021","0.02","0.5","0.003","23","11"
"201711222200","광진구","0.016","0.024","0.5","0.003","21","10"
"201711222100","광진구","0.016","0.023","0.4","0.002","32","12"
"201711222000","광진구","0.022","0.017","0.5","0.003","98","21"
"201711221900","광진구","0.025","0.018","0.6","0.003","147","31"
"201711221800","광진구","0.033","0.015","0.8","0.004","159","38"
"201711221700","광진구","0.033","0.022","0.9","0.004","142","57"
"201711221600","광진구","0.03","0.028","1","0.005","123","62"
"201711221500","광진구","0.038","0.02","1","0.005","91","52"
"201711221400","광진구","0.054","0.005","0.9","0.005","67","47"
"201711221300","광진구","0.049","0.007","0.9","0.005","67","45"
"201711221200","광진구","0.048","0.006","0.9","0.005","58","41"
"201711221100","광진구","0.049","0.004","0.9","0.005","57","46"
"201711221000","광진구","0.051","0.004","0.9","0.005","53","41"
"201711220900","광진구","0.05","0.003","0.8","0.005","55","43"
"201711220800","광진구","0.048","0.003","0.8","0.004","52","40"
"201711220700","광진구","0.044","0.003","0.7","0.005","48","40"
"201711220600","광진구","0.042","0.003","0.6","0.004","48","39"
"201711220500","광진구","0.043","0.003","0.6","0.004","58","43"
"201711220400","광진구","0.043","0.003","0.7","0.003","56","47"
"201711220300","광진구","0.043","0.003","0.7","0.003","61","45"
"201711220200","광진구","0.046","0.003","0.7","0.003","57","44"
"201711220100","광진구","0.046","0.003","0.8","0.003","60","47"
"201711220000","광진구","0.048","0.003","0.8","0.004","63","46"
"201711212300","광진구","0.055","0.003","0.9","0.005","78","52"
"201711212200","광진구","0.059","0.003","1.1","0.006","73","49"
"201711212100","광진구","0.062","0.003","1.2","0.006","74","44"
"201711212000","광진구","0.063","0.003","1.1","0.006","60","39"
"201711211900","광진구","0.061","0.003","1","0.005","55","35"
"201711211800","광진구","0.054","0.003","0.7","0.004","50","33"
"201711211700","광진구","0.044","0.008","0.6","0.004","42","32"
"201711211600","광진구","0.038","0.012","0.7","0.004","44","31"
"201711211500","광진구","0.043","0.011","0.7","0.005","48","31"
"201711211400","광진구","0.034","0.015","0.6","0.004","39","26"
"201711211300","광진구","0.032","0.013","0.6","0.005","47","34"
"201711211200","광진구","0.034","0.01","0.8","0.004","50","35"
"201711211100","광진구","0.031","0.008","0.8","0.004","57","39"
"201711211000","광진구","0.038","0.006","0.9","0.004","54","40"
"201711210900","광진구","0.036","0.004","0.8","0.004","46","37"
"201711210800","광진구","0.036","0.003","0.8","0.004","48","37"
"201711210700","광진구","0.038","0.003","0.9","0.004","57","43"
"201711210600","광진구","0.036","0.003","0.7","0.003","53","40"
"201711210500","광진구","0.036","0.003","0.7","0.003","51","35"
"201711210400","광진구","0.035","0.003","0.7","0.002","42","30"
"201711210300","광진구","0.039","0.003","0.7","0.002","52","38"
"201711210200","광진구","0.043","0.003","0.8","0.003","47","36"
"201711210100","광진구","0.041","0.003","0.6","0.003","43","36"
"201711210000","광진구","0.045","0.003","0.7","0.003","44","32"
"201711202300","광진구","0.047","0.003","0.8","0.004","53","36"
"201711202200","광진구","0.047","0.003","0.7","0.004","48","30"
"201711202100","광진구","0.049","0.003","0.7","0.003","47","32"
"201711202000","광진구","0.048","0.003","0.7","0.003","43","26"
"201711201900","광진구","0.045","0.003","0.6","0.003","46","29"
"201711201800","광진구","0.047","0.003","0.6","0.003","46","24"
"201711201700","광진구","0.046","0.004","0.9","0.003","44","29"
"201711201600","광진구","0.047","0.004","0.6","0.005","41","28"
"201711201500","광진구","0.052","0.004","0.5","0.005","16","10"
"201711201400","광진구","","","","","",""
"201711201300","광진구","","","","","",""
"201711201200","광진구","","","","","",""
"201711201100","광진구","","","","","33","18"
"201711201000","광진구","0.035","0.016","0.7","0.006","33","21"
"201711200900","광진구","0.04","0.011","0.7","0.006","34","22"
"201711200800","광진구","0.04","0.01","0.6","0.005","32","19"
"201711200700","광진구","0.026","0.022","0.5","0.005","25","15"
"201711200600","광진구","0.021","0.024","0.5","0.005","24","15"
"201711200500","광진구","0.021","0.025","0.6","0.005","24","16"
"201711200400","광진구","0.021","0.026","0.5","0.005","26","17"
"201711200300","광진구","0.018","0.029","0.5","0.005","24","16"
"201711200200","광진구","0.014","0.033","0.4","0.005","24","15"
"201711200100","광진구","0.015","0.032","0.4","0.005","24","16"
"201711200000","광진구","0.014","0.033","0.4","0.004","29","14"
"201711192300","광진구","0.015","0.031","0.4","0.004","31","13"
"201711192200","광진구","0.034","0.016","0.5","0.004","28","13"
"201711192100","광진구","0.033","0.021","0.4","0.004","27","11"
"201711192000","광진구","0.025","0.026","0.4","0.004","29","13"
"201711191900","광진구","0.026","0.024","0.4","0.004","30","12"
"201711191800","광진구","0.017","0.033","0.4","0.004","29","11"
"201711191700","광진구","0.015","0.033","0.4","0.004","27","12"
"201711191600","광진구","0.013","0.035","0.4","0.004","26","11"
"201711191500","광진구","0.01","0.036","0.4","0.004","19","10"
"201711191400","광진구","0.01","0.035","0.4","0.004","23","10"
"201711191300","광진구","0.013","0.031","0.4","0.004","21","10"
"201711191200","광진구","0.014","0.03","0.4","0.005","19","9"
"201711191100","광진구","0.024","0.02","0.6","0.005","22","12"
"201711191000","광진구","0.029","0.015","0.7","0.005","18","10"
"201711190900","광진구","0.028","0.015","0.6","0.004","16","11"
"201711190800","광진구","0.028","0.014","0.5","0.004","23","13"
"201711190700","광진구","0.023","0.017","0.6","0.003","20","12"
"201711190600","광진구","0.015","0.026","0.4","0.004","20","10"
"201711190500","광진구","0.012","0.028","0.3","0.004","23","11"
"201711190400","광진구","0.014","0.027","0.4","0.003","20","11"
"201711190300","광진구","0.012","0.029","0.4","0.004","21","11"
"201711190200","광진구","0.013","0.028","0.3","0.004","19","10"
"201711190100","광진구","0.013","0.028","0.3","0.004","22","13"
"201711190000","광진구","0.014","0.027","0.4","0.003","22","11"
"201711182300","광진구","0.016","0.027","0.4","0.003","23","12"
"201711182200","광진구","0.016","0.027","0.4","0.003","24","10"
"201711182100","광진구","0.016","0.027","0.4","0.003","26","10"
"201711182000","광진구","0.018","0.027","0.4","0.003","24","9"
"201711181900","광진구","0.017","0.027","0.4","0.003","30","11"
"201711181800","광진구","0.02","0.026","0.3","0.003","36","12"
"201711181700","광진구","0.017","0.028","0.3","0.003","41","10"
"201711181600","광진구","0.014","0.031","0.3","0.003","48","12"
"201711181500","광진구","0.014","0.03","0.3","0.003","46","9"
"201711181400","광진구","0.012","0.031","0.3","0.004","41","11"
"201711181300","광진구","0.014","0.03","0.3","0.003","38","13"
"201711181200","광진구","0.013","0.031","0.4","0.003","33","15"
"201711181100","광진구","0.011","0.032","0.4","0.003","33","19"
"201711181000","광진구","0.013","0.03","0.5","0.003","29","20"
"201711180900","광진구","0.016","0.029","0.4","0.003","33","25"
"201711180800","광진구","0.017","0.028","0.4","0.003","37","28"
"201711180700","광진구","0.017","0.029","0.4","0.003","51","41"
"201711180600","광진구","0.013","0.031","0.6","0.003","63","53"
"201711180500","광진구","0.014","0.029","0.6","0.003","86","68"
"201711180400","광진구","0.015","0.027","0.7","0.003","80","63"
"201711180300","광진구","0.014","0.03","0.7","0.003","60","44"
"201711180200","광진구","0.014","0.03","0.6","0.003","44","32"
"201711180100","광진구","0.018","0.028","0.6","0.003","42","28"
"201711180000","광진구","0.02","0.024","0.6","0.004","42","30"
"201711172300","광진구","0.05","0.007","0.8","0.005","52","35"
"201711242300","구로구","0.033","0.002","0.6","0.007","23","12"
"201711242200","구로구","0.032","0.002","0.5","0.006","22",""
"201711242100","구로구","0.026","0.006","0.4","0.006","20","7"
"201711242000","구로구","0.027","0.006","0.4","0.006","19","11"
"201711241900","구로구","0.026","0.006","0.4","0.006","22","13"
"201711241800","구로구","0.019","0.011","0.4","0.006","24","17"
"201711241700","구로구","0.014","0.015","0.3","0.006","21","6"
"201711241600","구로구","0.013","0.016","0.3","0.006","21","16"
"201711241500","구로구","0.011","0.017","0.3","0.005","22","11"
"201711241400","구로구","0.011","0.017","0.3","0.006","28","10"
"201711241300","구로구","0.013","0.015","0.4","0.005","25","11"
"201711241200","구로구","0.02","0.009","0.4","0.005","38","29"
"201711241100","구로구","0.023","0.006","0.5","0.006","18","7"
"201711241000","구로구","0.02","0.008","0.4","0.006","15","10"
"201711240900","구로구","0.025","0.003","0.6","0.006","14","11"
"201711240800","구로구","0.026","0.002","0.5","0.006","15","9"
"201711240700","구로구","0.024","0.002","0.5","0.008","15","15"
"201711240600","구로구","0.026","0.002","0.5","0.007","14","7"
"201711240500","구로구","0.017","0.009","0.4","0.004","13","9"
"201711240400","구로구","0.018","0.008","0.4","0.004","15","13"
"201711240300","구로구","0.016","0.01","0.3","0.004","9","11"
"201711240200","구로구","0.024","0.005","0.4","0.004","12","11"
"201711240100","구로구","0.025","0.004","0.4","0.004","15","9"
"201711240000","구로구","0.02","0.008","0.3","0.005","15","6"
"201711232300","구로구","0.026","0.005","0.4","0.005","20","15"
"201711232200","구로구","0.024","0.008","0.4","0.005","18","7"
"201711232100","구로구","0.025","0.006","0.4","0.005","16","4"
"201711232000","구로구","0.024","0.008","0.4","0.005","17","6"
"201711231900","구로구","0.023","0.009","0.3","0.005","19","7"
"201711231800","구로구","0.02","0.011","0.3","0.005","22","11"
"201711231700","구로구","0.015","0.014","0.3","0.005","16","4"
"201711231600","구로구","0.013","0.017","0.3","0.005","23","9"
"201711231500","구로구","0.011","0.018","0.3","0.006","18","7"
"201711231400","구로구","0.009","0.019","0.3","0.005","25","15"
"201711231300","구로구","0.009","0.019","0.3","0.006","19","3"
"201711231200","구로구","0.013","0.016","0.3","0.006","31","20"
"201711231100","구로구","0.025","0.005","0.6","0.007","33","14"
"201711231000","구로구","0.027","0.004","0.5","0.007","36","16"
"201711230900","구로구","0.028","0.003","0.6","0.007","26","13"
"201711230800","구로구","0.029","0.002","0.6","0.007","24","10"
"201711230700","구로구","0.029","0.002","0.6","0.008","26","13"
"201711230600","구로구","0.026","0.004","0.5","0.006","23","12"
"201711230500","구로구","0.016","0.012","0.4","0.006","20","11"
"201711230400","구로구","0.012","0.015","0.4","0.006","15","12"
"201711230300","구로구","0.011","0.016","0.4","0.006","21","9"
"201711230200","구로구","0.015","0.013","0.4","0.006","22","7"
"201711230100","구로구","0.017","0.012","0.4","0.006","16","12"
"201711230000","구로구","0.023","0.008","0.4","0.006","21","10"
"201711222300","구로구","0.021","0.009","0.4","0.006","17","9"
"201711222200","구로구","0.018","0.012","0.4","0.005","21","8"
"201711222100","구로구","0.017","0.013","0.4","0.005","23","7"
"201711222000","구로구","0.02","0.011","0.4","0.005","29","6"
"201711221900","구로구","0.019","0.012","0.3","0.006","94","11"
"201711221800","구로구","0.021","0.011","0.4","0.006","168","19"
"201711221700","구로구","0.017","0.018","0.5","0.007","149","33"
"201711221600","구로구","0.018","0.021","0.7","0.007","115","48"
"201711221500","구로구","0.017","0.023","0.7","0.008","111","50"
"201711221400","구로구","0.026","0.015","0.6","0.007","72","39"
"201711221300","구로구","0.028","0.01","0.5","0.007","41","28"
"201711221200","구로구","","","","","39","21"
"201711221100","구로구","0.029","0.005","0.7","0.007","41","23"
"201711221000","구로구","0.031","0.002","0.9","0.006","37","22"
"201711220900","구로구","0.032","0.002","0.9","0.007","36","22"
"201711220800","구로구","0.033","0.002","0.8","0.007","35","22"
"201711220700","구로구","0.032","0.002","0.7","0.007","33","24"
"201711220600","구로구","0.033","0.002","0.7","0.007","32","18"
"201711220500","구로구","0.033","0.002","0.7","0.007","33","23"
"201711220400","구로구","0.033","0.002","0.8","0.006","34","26"
"201711220300","구로구","0.036","0.002","0.9","0.006","43","23"
"201711220200","구로구","0.034","0.002","0.9","0.006","46","34"
"201711220100","구로구","0.038","0.002","0.9","0.007","37","22"
"201711220000","구로구","0.04","0.002","1","0.007","40","26"
"201711212300","구로구","0.04","0.002","0.9","0.007","48","34"
"201711212200","구로구","0.042","0.002","1.1","0.008","57","43"
"201711212100","구로구","0.042","0.002","1","0.008","54","38"
"201711212000","구로구","0.042","0.002","1","0.007","60","36"
"201711211900","구로구","0.044","0.002","0.8","0.007","62","37"
"201711211800","구로구","0.042","0.002","0.7","0.007","57","36"
"201711211700","구로구","0.037","0.004","0.6","0.007","48","28"
"201711211600","구로구","0.033","0.006","0.6","0.007","54","29"
"201711211500","구로구","0.032","0.008","0.7","0.008","48","26"
"201711211400","구로구","0.023","0.012","0.5","0.007","26","23"
"201711211300","구로구","0.024","0.009","0.6","0.007","","30"
"201711211200","구로구","0.026","0.006","0.8","0.007","33","32"
"201711211100","구로구","0.028","0.004","1","0.006","",""
"201711211000","구로구","0.029","0.004","1","0.006","45","29"
"201711210900","구로구","0.03","0.003","1","0.006","43","27"
"201711210800","구로구","0.032","0.002","1","0.006","38","25"
"201711210700","구로구","0.031","0.002","1","0.006","43","29"
"201711210600","구로구","0.03","0.002","0.9","0.006","37","27"
"201711210500","구로구","0.031","0.002","0.8","0.006","40","30"
"201711210400","구로구","0.031","0.002","0.8","0.006","34","22"
"201711210300","구로구","0.032","0.002","0.7","0.005","34","26"
"201711210200","구로구","0.031","0.002","0.7","0.006","35","23"
"201711210100","구로구","0.03","0.002","0.6","0.006","37","25"
"201711210000","구로구","0.032","0.002","0.6","0.006","40","27"
"201711202300","구로구","0.032","0.003","0.6","0.006","43","34"
"201711202200","구로구","0.033","0.002","0.7","0.006","49","35"
"201711202100","구로구","0.033","0.002","0.8","0.006","60","40"
"201711202000","구로구","0.034","0.002","0.9","0.006","58","28"
"201711201900","구로구","0.035","0.002","0.8","0.007","55","27"
"201711201800","구로구","0.036","0.003","0.7","0.008","49","29"
"201711201700","구로구","0.035","0.004","0.7","0.008","35","24"
"201711201600","구로구","0.033","0.005","0.6","0.008","40","21"
"201711201500","구로구","0.03","0.007","0.5","0.008","38","21"
"201711201400","구로구","0.028","0.007","0.5","0.007","36","19"
"201711201300","구로구","0.025","0.009","0.5","0.007","32","27"
"201711201200","구로구","0.024","0.009","0.5","0.006","31","11"
"201711201100","구로구","0.025","0.008","0.6","0.006","28","16"
"201711201000","구로구","0.028","0.005","0.7","0.006","37","13"
"201711200900","구로구","0.029","0.004","0.6","0.006","26","13"
"201711200800","구로구","0.029","0.004","0.5","0.006","23","15"
"201711200700","구로구","0.031","0.002","0.6","0.007","30","18"
"201711200600","구로구","0.024","0.007","0.5","0.006","26","20"
"201711200500","구로구","0.017","0.013","0.5","0.006","29","20"
"201711200400","구로구","0.019","0.012","0.5","0.006","25","13"
"201711200300","구로구","0.018","0.013","0.5","0.006","26","19"
"201711200200","구로구","0.015","0.016","0.4","0.006","20","18"
"201711200100","구로구","0.014","0.017","0.4","0.006","26","14"
"201711200000","구로구","0.014","0.017","0.4","0.006","31","23"
"201711192300","구로구","0.016","0.015","0.4","0.006","34","16"
"201711192200","구로구","0.026","0.009","0.5","0.007","32","17"
"201711192100","구로구","0.034","0.003","0.5","0.006","34","22"
"201711192000","구로구","0.03","0.007","0.5","0.006","27","14"
"201711191900","구로구","0.024","0.011","0.5","0.006","28","14"
"201711191800","구로구","0.019","0.015","0.4","0.006","28",""
"201711191700","구로구","0.015","0.019","0.4","0.006","27","8"
"201711191600","구로구","0.01","0.023","0.3","0.006","26","15"
"201711191500","구로구","0.008","0.023","0.3","0.006","18","9"
"201711191400","구로구","0.009","0.022","0.3","0.005","24","15"
"201711191300","구로구","0.009","0.021","0.3","0.006","26","11"
"201711191200","구로구","0.01","0.019","0.3","0.006","21","12"
"201711191100","구로구","0.014","0.015","0.4","0.006","24","9"
"201711191000","구로구","0.018","0.01","0.5","0.006","22","6"
"201711190900","구로구","0.022","0.006","0.5","0.006","23","13"
"201711190800","구로구","0.022","0.005","0.5","0.006","18","10"
"201711190700","구로구","0.02","0.006","0.4","0.006","19","12"
"201711190600","구로구","0.014","0.011","0.4","0.006","19","10"
"201711190500","구로구","0.011","0.014","0.4","0.006","18","7"
"201711190400","구로구","0.01","0.016","0.4","0.005","17","11"
"201711190300","구로구","0.01","0.016","0.4","0.005","22","13"
"201711190200","구로구","0.009","0.016","0.4","0.005","13","8"
"201711190100","구로구","0.012","0.014","0.4","0.005","23","12"
"201711190000","구로구","0.015","0.013","0.4","0.005","16","9"
"201711182300","구로구","0.014","0.014","0.4","0.005","21","14"
"201711182200","구로구","0.012","0.015","0.4","0.005","24","14"
"201711182100","구로구","0.016","0.012","0.4","0.005","24",""
"201711182000","구로구","0.015","0.014","0.3","0.005","26","9"
"201711181900","구로구","0.016","0.013","0.4","0.005","27","12"
"201711181800","구로구","0.014","0.016","0.3","0.005","28","11"
"201711181700","구로구","0.011","0.018","0.3","0.005","31","10"
"201711181600","구로구","0.009","0.02","0.3","0.005","36","6"
"201711181500","구로구","0.008","0.02","0.3","0.005","44","14"
"201711181400","구로구","0.009","0.019","0.3","0.005","47","13"
"201711181300","구로구","0.008","0.018","0.3","0.005","44","10"
"201711181200","구로구","0.009","0.017","0.4","0.005","47","11"
"201711181100","구로구","0.01","0.016","0.4","0.005","46","12"
"201711181000","구로구","0.01","0.015","0.4","0.005","34","9"
"201711180900","구로구","0.013","0.013","0.4","0.005","34","16"
"201711180800","구로구","0.012","0.015","0.4","0.006","30","17"
"201711180700","구로구","0.01","0.017","0.4","0.006","29","22"
"201711180600","구로구","0.008","0.019","0.4","0.006","43","29"
"201711180500","구로구","0.007","0.02","0.4","0.006","57","49"
"201711180400","구로구","0.009","0.018","0.5","0.006","74","64"
"201711180300","구로구","0.009","0.017","0.6","0.006","76","66"
"201711180200","구로구","0.01","0.017","0.6","0.006","66","51"
"201711180100","구로구","0.011","0.015","0.6","0.006","48","34"
"201711180000","구로구","0.014","0.012","0.5","0.006","41","26"
"201711172300","구로구","0.017","0.009","0.5","0.006","47","32"
"201711242300","금천구","0.046","0.002","0.6","0.004","23","15"
"201711242200","금천구","0.044","0.002","0.6","0.004","22","15"
"201711242100","금천구","0.042","0.003","0.6","0.004","23","16"
"201711242000","금천구","0.04","0.004","0.5","0.004","20","12"
"201711241900","금천구","0.036","0.007","0.5","0.004","19","12"
"201711241800","금천구","0.031","0.01","0.4","0.004","23","12"
"201711241700","금천구","0.022","0.018","0.4","0.004","26","12"
"201711241600","금천구","0.018","0.022","0.3","0.004","24","11"
"201711241500","금천구","0.015","0.024","0.3","0.004","25","11"
"201711241400","금천구","0.013","0.024","0.3","0.003","25","13"
"201711241300","금천구","0.015","0.022","0.3","0.003","26","19"
"201711241200","금천구","0.028","0.011","0.4","0.003","29","20"
"201711241100","금천구","0.024","0.015","0.4","0.004","15","10"
"201711241000","금천구","0.036","0.007","0.5","0.003","21","15"
"201711240900","금천구","0.043","0.002","0.7","0.002","22","16"
"201711240800","금천구","0.04","0.002","0.6","0.003","18","15"
"201711240700","금천구","0.036","0.002","0.5","0.002","15","12"
"201711240600","금천구","0.032","0.002","0.4","0.002","12","9"
"201711240500","금천구","0.027","0.006","0.4","0.002","8","9"
"201711240400","금천구","0.021","0.012","0.4","0.002","9","8"
"201711240300","금천구","0.02","0.016","0.3","0.002","11","10"
"201711240200","금천구","0.03","0.008","0.4","0.002","12","8"
"201711240100","금천구","0.037","0.003","0.4","0.002","12","9"
"201711240000","금천구","0.03","0.008","0.4","0.002","12","7"
"201711232300","금천구","0.029","0.01","0.3","0.003","24","15"
"201711232200","금천구","0.047","0.002","0.6","0.004","20","11"
"201711232100","금천구","0.035","0.008","0.5","0.003","18","6"
"201711232000","금천구","0.04","0.006","0.5","0.004","20","8"
"201711231900","금천구","0.037","0.008","0.4","0.003","19","8"
"201711231800","금천구","0.03","0.013","0.3","0.004","19","7"
"201711231700","금천구","0.023","0.019","0.3","0.003","21","9"
"201711231600","금천구","0.016","0.024","0.3","0.003","20","7"
"201711231500","금천구","0.015","0.026","0.3","0.004","25","9"
"201711231400","금천구","0.012","0.028","0.3","0.004","21","11"
"201711231300","금천구","0.011","0.027","0.3","0.004","23","11"
"201711231200","금천구","0.024","0.017","0.4","0.004","27","17"
"201711231100","금천구","0.033","0.01","0.5","0.004","33","22"
"201711231000","금천구","0.043","0.004","0.6","0.005","33","21"
"201711230900","금천구","0.041","0.004","0.6","0.005","35","22"
"201711230800","금천구","0.047","0.002","0.7","0.005","35","20"
"201711230700","금천구","0.044","0.002","0.6","0.004","24","14"
"201711230600","금천구","0.033","0.006","0.5","0.004","19","12"
"201711230500","금천구","0.023","0.014","0.5","0.003","22","12"
"201711230400","금천구","0.016","0.019","0.4","0.004","22","12"
"201711230300","금천구","0.016","0.021","0.4","0.004","22","12"
"201711230200","금천구","0.018","0.02","0.4","0.004","21","11"
"201711230100","금천구","0.022","0.019","0.4","0.004","21","10"
"201711230000","금천구","0.027","0.014","0.4","0.004","19","10"
"201711222300","금천구","0.028","0.014","0.4","0.004","20","7"
"201711222200","금천구","0.022","0.019","0.3","0.003","19","7"
"201711222100","금천구","0.024","0.017","0.3","0.004","20","8"
"201711222000","금천구","0.027","0.016","0.4","0.004","39","10"
"201711221900","금천구","0.031","0.013","0.4","0.005","105","15"
"201711221800","금천구","0.032","0.015","0.5","0.005","143","27"
"201711221700","금천구","0.029","0.024","0.6","0.005","126","51"
"201711221600","금천구","0.03","0.028","0.7","0.006","113","61"
"201711221500","금천구","0.024","0.037","0.7","0.006","103","63"
"201711221400","금천구","0.034","0.025","0.6","0.005","74","53"
"201711221300","금천구","0.047","0.013","0.6","0.005","59","42"
"201711221200","금천구","0.046","0.01","0.6","0.005","46","35"
